Visitors,Revenue,Country,Category
6063,294074.63,India,Urban
26686,989059.13,Egypt,Adventure
566844,595652.63,China,Beach
430782,400409.18,France,Cultural
685013,658889.74,Australia,Adventure
474690,506525.39,Australia,Historical
647480,816536.25,Egypt,Beach
97114,384117.49,China,Cultural
541993,677804.4,India,Urban
470995,423399.85,France,Urban
243800,502556.99,Australia,Cultural
162803,835676.59,Australia,Urban
206467,901291.12,China,Cultural
129654,171344.89,India,Historical
851102,119057.08,Egypt,Nature
823051,838594.58,France,Urban
593487,508153.4,Brazil,Nature
70678,455705.62,USA,Cultural
365905,476195.24,Australia,Urban
894289,614102.54,Australia,Beach
497509,504090.98,France,Historical
5329,958998.88,China,Nature
578417,285825.42,Egypt,Cultural
7364,606020.23,France,Urban
406464,989748.66,India,Urban
843302,196378.45,Egypt,Beach
496027,976210.75,France,Urban
234180,791904.03,Australia,Cultural
402412,451770.11,France,Urban
354695,3016.4,USA,Historical
822405,580474.1,Egypt,Cultural
918904,442276.36,China,Historical
201204,650656.59,Australia,Beach
134901,452773.57,China,Beach
835122,783973.85,France,Urban
925453,336560.18,USA,Adventure
609742,262914.02,France,Urban
104068,457302.84,France,Beach
645979,448252.22,China,Nature
388968,512841.82,India,Cultural
785073,327993.14,France,Beach
26005,809887.35,Egypt,Adventure
257421,856262.73,Brazil,Nature
63251,233124.1,Brazil,Adventure
731936,418104.78,China,Urban
579333,620588.37,Australia,Adventure
332774,104155.5,Brazil,Historical
91759,649711.9,USA,Urban
575756,890357.16,France,Adventure
898929,478915.53,Egypt,Adventure
458442,262889.99,China,Urban
822449,741211.09,India,Nature
533916,326237.55,China,Adventure
301152,860665.66,Brazil,Adventure
416363,737396.81,Egypt,Adventure
475338,896380.82,Egypt,Historical
937845,831308.05,USA,Urban
154161,642817.53,France,Historical
204176,211885.97,France,Historical
332329,111918.07,China,Cultural
562683,724639.48,China,Beach
41665,931214.47,China,Historical
585827,675803.95,India,Cultural
629040,870620.91,USA,Cultural
657110,666889.96,USA,Nature
65710,208180.24,Australia,Historical
401176,665140.49,China,Adventure
134879,588370.53,China,Urban
588719,238759.89,Australia,Nature
25485,456738.71,France,Adventure
727014,798095.29,Brazil,Adventure
826240,597258.9,France,Adventure
885291,139969.76,USA,Urban
37984,228667.47,Australia,Historical
80423,971417.04,India,Urban
164298,95576.76,France,Cultural
84160,733828.15,China,Beach
632097,708813.79,China,Adventure
171940,321139.43,Australia,Adventure
402874,657346.97,Australia,Adventure
852425,524357.53,USA,Adventure
519963,836573.77,Australia,Urban
530976,691117.45,Brazil,Nature
966498,386579.87,Australia,Urban
150702,874543.45,China,Historical
640033,633444.84,France,Nature
154408,105593.9,Brazil,Historical
559622,779355.26,India,Beach
605786,59503.81,Brazil,Cultural
595040,946255.26,Australia,Urban
603940,343322.57,Brazil,Nature
764299,290185.57,China,Adventure
596838,816133.61,India,Cultural
193903,19532.05,France,Urban
305629,398854.64,India,Beach
604370,51291.35,Egypt,Cultural
775514,163016.23,China,Beach
392990,468865.04,India,Beach
86998,619343.57,Australia,Adventure
818943,41729.53,Australia,Historical
284569,864268.94,Egypt,Cultural
116639,188373.36,Australia,Urban
984859,860393.57,USA,Urban
258018,560742.0,China,Nature
273876,90806.72,Egypt,Beach
305508,849677.0,Egypt,Beach
144254,864378.23,India,Adventure
882403,426855.5,France,Cultural
919742,694933.3,India,Urban
923416,755718.64,China,Urban
718352,268281.0,China,Nature
27328,829236.35,India,Beach
701583,372941.95,Australia,Beach
287411,866834.28,India,Cultural
59253,91476.88,China,Urban
183734,30696.49,India,Urban
868304,414966.42,Egypt,Nature
377286,34774.19,France,Cultural
947892,466985.79,India,Historical
135085,186814.52,France,Beach
885546,294544.92,France,Cultural
69172,142327.16,Egypt,Beach
258790,526023.23,Australia,Historical
888256,344063.23,Egypt,Cultural
562937,599060.41,Australia,Beach
4372,49345.46,Australia,Urban
740557,80423.71,Australia,Adventure
698148,136539.46,France,Beach
869349,38550.48,Egypt,Cultural
24527,258454.46,Egypt,Urban
295613,470639.71,Australia,Beach
988616,278794.98,Australia,Cultural
271586,394135.52,Australia,Historical
91368,8310.47,France,Nature
654505,800967.55,Australia,Nature
147756,207594.77,China,Beach
831654,424286.67,Egypt,Adventure
101157,730383.96,Egypt,Urban
12500,39467.23,Australia,Historical
636272,384041.13,France,Beach
477130,245178.8,Australia,Adventure
285390,66176.48,USA,Historical
911329,541354.52,Brazil,Urban
667686,861584.1,Brazil,Cultural
488424,614279.65,France,Adventure
662837,883622.51,China,Nature
259892,218422.33,USA,Beach
688407,570253.81,USA,Nature
656621,944172.34,USA,Adventure
886563,727604.44,Australia,Historical
965666,446729.87,Egypt,Historical
971746,227441.0,Egypt,Adventure
956969,512025.83,India,Beach
454754,711608.59,India,Historical
498709,934564.45,Australia,Beach
86134,284783.88,France,Nature
637569,48643.76,India,Nature
321072,344415.92,Brazil,Nature
804267,12527.82,France,Historical
163348,28699.24,India,Historical
814142,451316.35,Australia,Urban
447534,490976.03,India,Cultural
243471,257702.12,Egypt,Adventure
802055,152489.58,India,Historical
861531,269217.7,Australia,Nature
538873,807555.47,India,Beach
674968,6619.56,India,Adventure
41785,391306.98,China,Cultural
95063,704238.08,USA,Nature
673331,158570.03,Australia,Nature
640160,465793.92,China,Adventure
889075,105292.77,USA,Beach
39262,120791.11,Australia,Adventure
453495,875850.68,China,Beach
866254,218429.02,France,Historical
605863,632388.49,France,Cultural
578435,951560.24,Australia,Cultural
913018,533822.71,France,Nature
321539,990915.83,USA,Nature
290435,58358.67,France,Beach
276631,617864.59,Egypt,Cultural
890586,101079.16,Egypt,Historical
611867,794471.54,China,Historical
567035,888908.84,USA,Nature
347114,102190.82,Australia,Adventure
43892,419752.78,USA,Historical
945080,838164.81,France,Beach
403565,388401.69,Brazil,Beach
340786,763925.88,China,Historical
3654,850922.43,Australia,Nature
729245,278653.89,China,Historical
528673,850968.02,India,Historical
542022,697039.63,India,Nature
946238,934693.63,Brazil,Adventure
988758,948354.33,India,Nature
924163,532145.9,France,Adventure
62797,484991.44,Australia,Cultural
858887,389492.16,China,Cultural
346871,792777.28,Australia,Historical
227183,513239.26,USA,Nature
737023,968355.97,Egypt,Urban
718332,569055.36,Egypt,Beach
602100,411162.64,Australia,Historical
494063,590826.36,Australia,Nature
339949,863364.8,USA,Adventure
285592,505502.63,France,Cultural
141892,968484.07,France,Cultural
320720,267246.62,USA,Historical
354585,786982.15,Australia,Historical
887616,924530.84,USA,Cultural
861358,77747.59,France,Cultural
735206,370862.71,Egypt,Cultural
491807,484876.61,China,Beach
496194,595862.33,Brazil,Adventure
982493,435970.59,China,Historical
631126,10949.43,Brazil,Historical
175057,886345.9,Brazil,Urban
387039,120428.77,China,Beach
110131,828602.34,USA,Adventure
545309,65494.91,China,Urban
382406,779876.85,USA,Historical
861593,64948.28,Brazil,Beach
263325,485733.75,India,Adventure
163559,733839.25,USA,Urban
463241,571543.55,USA,Urban
245294,378243.42,France,Adventure
964172,138007.46,Egypt,Historical
895158,160033.41,Brazil,Adventure
780702,189737.4,Brazil,Adventure
362654,579881.94,France,Cultural
379333,384013.1,China,Nature
946350,118987.33,China,Cultural
939776,990112.42,USA,Nature
36145,905897.93,India,Beach
273947,817298.58,Australia,Beach
696706,68812.92,USA,Nature
321395,671934.48,Brazil,Nature
468954,263636.83,Egypt,Urban
592876,11803.74,France,Historical
3281,375854.93,China,Adventure
493358,657996.74,USA,Adventure
368362,42442.01,India,Adventure
230119,692521.12,France,Cultural
524403,613722.76,India,Historical
531123,795357.18,USA,Cultural
7897,319202.6,Brazil,Cultural
927573,770519.27,USA,Nature
30651,708093.38,Brazil,Nature
323569,489557.55,Egypt,Adventure
789427,492132.99,Egypt,Beach
337417,965976.95,Egypt,Cultural
595865,927556.82,France,Cultural
428125,137339.77,Brazil,Adventure
334351,854241.89,Egypt,Historical
950856,321849.83,India,Cultural
706591,43124.27,USA,Urban
296275,180045.65,Brazil,Cultural
675800,423706.47,Australia,Urban
791638,987594.04,Egypt,Urban
412145,60526.36,India,Nature
644551,942845.87,France,Adventure
844591,795600.96,Brazil,Nature
362747,504647.19,USA,Nature
344905,44449.17,China,Adventure
222437,955951.48,France,Nature
535098,561887.77,Australia,Urban
209375,791731.66,Australia,Beach
350216,55271.63,USA,Urban
802595,653267.51,USA,Cultural
543343,593610.92,USA,Nature
228128,3977.68,China,Adventure
503273,328165.86,France,Nature
391911,647697.76,France,Historical
438472,69990.97,Egypt,Beach
891141,793340.41,Brazil,Cultural
979968,167148.91,France,Urban
575426,514718.66,France,Cultural
536260,321262.24,Australia,Adventure
549643,806288.95,Australia,Beach
614235,119565.38,China,Historical
672823,251410.45,Brazil,Adventure
82936,794038.58,Egypt,Cultural
822474,812477.15,Australia,Nature
724130,152992.2,USA,Adventure
584257,781776.56,China,Beach
859979,121907.54,France,Cultural
65246,300902.59,USA,Nature
422952,781467.37,Egypt,Beach
214228,553345.68,Brazil,Nature
991953,938673.34,Brazil,Beach
25600,932804.04,France,Cultural
98267,157077.45,USA,Urban
357925,525160.11,China,Cultural
556447,21161.16,France,Urban
628286,690351.91,China,Cultural
358102,211296.63,Australia,Nature
992803,849947.95,Egypt,Adventure
944725,439883.64,China,Cultural
115212,363968.69,Australia,Cultural
808246,785704.3,Egypt,Beach
883950,46717.69,India,Historical
303722,588301.29,Australia,Beach
745276,996026.84,China,Nature
544329,766763.73,China,Cultural
580893,630874.16,Brazil,Historical
372043,554332.56,France,Cultural
626162,699602.05,Australia,Adventure
348280,939617.83,USA,Historical
100974,336663.48,Brazil,Beach
954759,786159.84,Egypt,Beach
133849,624192.64,France,Historical
150111,345138.8,France,Beach
464389,940030.21,USA,Cultural
130916,927840.4,Egypt,Historical
312820,902692.94,USA,Urban
185013,840503.86,Egypt,Nature
856630,413816.92,Egypt,Cultural
287311,556925.25,Australia,Cultural
583978,526756.0,India,Historical
708596,456965.86,France,Beach
831014,210031.99,India,Nature
724854,316424.84,China,Historical
294118,65262.74,Brazil,Adventure
7820,506584.72,USA,Historical
251873,404867.08,France,Adventure
530950,857872.41,Australia,Nature
221372,933494.18,India,Historical
687313,644495.5,France,Nature
610819,527785.24,India,Beach
291753,378569.61,France,Historical
45684,256277.32,China,Adventure
307962,92765.6,France,Historical
409084,699550.18,Egypt,Historical
62943,427620.21,Egypt,Beach
158364,565933.23,India,Urban
321811,171877.08,Australia,Beach
303579,268385.03,USA,Urban
59172,64998.8,USA,Historical
231982,292556.03,Australia,Beach
150753,361180.08,China,Cultural
276226,926233.39,France,Beach
249969,694397.03,Australia,Nature
281998,156733.68,Australia,Historical
832689,595738.13,Australia,Cultural
876485,667854.78,Egypt,Beach
811563,813658.0,Brazil,Urban
268059,596139.07,Australia,Beach
863834,797894.74,Egypt,Historical
780608,907164.54,USA,Urban
471127,239840.88,France,Cultural
951673,801085.73,China,Beach
674982,529643.27,Egypt,Beach
41022,42735.58,USA,Urban
945524,420609.84,Australia,Beach
597958,126371.98,Egypt,Cultural
698242,554228.29,Egypt,Adventure
568058,679008.32,France,Cultural
704917,234168.69,USA,Beach
989029,895679.12,France,Historical
915849,849847.47,China,Historical
102666,62967.05,France,Historical
160813,295057.75,France,Beach
953820,835194.87,USA,Nature
755654,804004.98,France,Historical
861621,470424.53,India,Urban
131025,859074.6,India,Historical
552640,950139.6,Australia,Urban
826567,36786.77,Brazil,Historical
924294,550383.56,Egypt,Cultural
359287,514878.99,Australia,Historical
259686,606788.15,India,Nature
654571,681857.52,France,Urban
617504,906890.96,Australia,Historical
17105,884382.19,USA,Beach
454440,676135.7,Egypt,Historical
354213,767536.95,France,Historical
760320,135791.29,Australia,Cultural
757437,753516.05,Brazil,Cultural
452856,334205.7,India,Cultural
193022,554675.95,India,Urban
865935,648829.7,USA,Adventure
960456,340710.33,India,Adventure
610746,996481.73,Brazil,Urban
747065,571684.68,China,Beach
442965,291518.58,Egypt,Historical
14214,566631.52,Brazil,Urban
119053,631400.65,India,Cultural
434809,704650.69,Egypt,Cultural
611207,897523.32,China,Beach
363122,868789.52,Egypt,Historical
210966,996589.66,USA,Urban
381752,911029.39,India,Beach
962565,709538.6,Australia,Urban
73490,274594.78,China,Nature
434367,256421.52,Egypt,Urban
87491,299985.37,Egypt,Urban
932899,998312.13,China,Nature
529319,948963.8,India,Adventure
208837,280918.79,Egypt,Beach
884680,641937.45,France,Adventure
500167,405379.11,Egypt,Historical
513656,917759.09,India,Historical
321560,873405.29,Brazil,Cultural
829225,811599.1,Egypt,Cultural
867490,186032.5,Brazil,Adventure
435871,107225.49,Australia,Cultural
621210,457106.92,India,Cultural
980381,727782.07,USA,Urban
354945,17408.75,India,Urban
349029,540950.52,China,Historical
341649,144208.99,Australia,Adventure
329859,77294.34,Egypt,Nature
929387,42090.32,USA,Beach
855140,705526.47,Brazil,Historical
175012,777873.55,USA,Urban
46327,921585.53,Egypt,Beach
155468,317039.88,Egypt,Adventure
299671,850313.98,India,Historical
558041,198993.04,Australia,Beach
607015,415511.96,Egypt,Cultural
657486,497947.21,USA,Cultural
884246,412675.95,Brazil,Adventure
419050,344318.97,India,Beach
701187,264784.79,France,Nature
606490,357914.14,France,Historical
332726,214584.77,France,Beach
250553,407370.13,France,Historical
547403,902819.95,Australia,Urban
128768,889777.53,China,Cultural
149344,931973.34,USA,Adventure
339258,561082.47,France,Urban
866276,848488.26,Australia,Cultural
408435,371843.49,China,Cultural
592083,678314.23,Australia,Beach
733735,807890.48,India,Cultural
305003,545653.82,China,Beach
14019,337337.22,Egypt,Cultural
806876,764593.88,Brazil,Historical
594900,972807.95,India,Nature
897645,795000.88,USA,Adventure
179040,896901.2,Egypt,Cultural
962581,973268.42,USA,Nature
548801,291701.22,India,Urban
369156,871100.28,China,Historical
879872,487593.99,Brazil,Adventure
640385,609432.67,Brazil,Cultural
986957,487793.79,Australia,Historical
482703,214090.47,India,Adventure
376806,435533.12,Egypt,Cultural
224371,286254.99,China,Beach
846882,140312.63,Australia,Cultural
171770,948803.09,India,Beach
628668,220995.38,China,Beach
581162,947687.56,USA,Beach
38463,734547.54,India,Beach
779792,643058.49,Egypt,Historical
48798,624579.01,Brazil,Adventure
482256,652678.53,India,Urban
172834,981568.87,France,Nature
297944,322921.22,Australia,Cultural
614222,350762.88,Australia,Cultural
909305,557692.69,Brazil,Urban
114114,965182.9,Brazil,Urban
760583,223118.94,China,Cultural
323517,466771.15,Egypt,Cultural
120795,144401.68,Brazil,Cultural
201300,706353.32,France,Nature
864987,510992.66,India,Cultural
559304,913431.07,USA,Beach
776746,35789.66,Australia,Adventure
884393,930728.33,Egypt,Adventure
408500,791572.89,Egypt,Adventure
855384,224449.15,China,Nature
339645,186403.62,Egypt,Nature
574773,563492.41,Brazil,Beach
353246,387473.37,India,Beach
254468,697828.64,India,Beach
888614,842657.12,Egypt,Beach
90394,743223.65,India,Urban
375656,995398.33,Egypt,Adventure
781927,240821.18,USA,Adventure
984514,455614.06,France,Nature
875053,33438.04,India,Urban
366658,544090.64,Australia,Nature
796818,664382.69,USA,Nature
235153,570596.87,Egypt,Cultural
980889,937297.38,Australia,Adventure
63930,124489.65,India,Beach
87785,196620.14,Brazil,Nature
887431,251871.21,China,Adventure
705441,217614.33,France,Historical
988698,914923.38,India,Historical
165761,443083.94,India,Cultural
876577,973173.7,Australia,Cultural
58123,640274.44,Egypt,Beach
398768,320761.47,China,Historical
833124,534168.63,India,Historical
131017,21867.18,Brazil,Historical
977276,15674.81,China,Beach
796608,376668.19,China,Cultural
162443,481425.73,India,Cultural
354680,971694.46,France,Nature
331687,73101.71,China,Beach
970483,797294.91,Egypt,Cultural
785125,603516.14,USA,Urban
835112,644808.12,France,Adventure
230648,784782.63,China,Beach
966127,501814.55,USA,Historical
369187,330390.35,Brazil,Beach
43069,316272.99,China,Urban
244541,419503.92,Brazil,Nature
56849,596880.41,China,Cultural
615522,996734.96,India,Nature
88714,338648.14,China,Cultural
200285,808729.59,France,Beach
422992,513545.64,Egypt,Adventure
894163,133423.29,China,Adventure
853229,720210.49,China,Adventure
525214,318425.98,USA,Nature
19256,353248.02,Brazil,Historical
897237,132405.32,Egypt,Beach
507853,31708.65,Egypt,Adventure
252789,292648.18,Brazil,Beach
729632,305345.09,France,Historical
688860,432685.26,Australia,Urban
899163,674215.25,China,Historical
601027,875044.86,India,Beach
917433,344283.15,Australia,Urban
548608,934659.94,Australia,Nature
891464,689488.13,China,Adventure
819390,744763.71,India,Historical
72561,980091.81,USA,Beach
858033,244330.72,Australia,Nature
103595,292316.26,France,Adventure
848980,869318.64,India,Adventure
296640,706311.12,Egypt,Urban
398243,925474.6,Egypt,Historical
169109,193368.62,Australia,Historical
828636,625934.05,France,Historical
430522,412450.41,Egypt,Beach
944098,90942.79,Australia,Adventure
384689,399660.24,India,Cultural
638685,866348.94,Australia,Nature
728086,989613.5,France,Historical
418519,566575.67,USA,Adventure
835871,398946.55,China,Nature
266911,204480.24,Egypt,Adventure
337698,5767.1,China,Cultural
215152,516786.65,Brazil,Beach
455202,438745.05,China,Beach
491990,157076.73,China,Nature
793332,152675.64,Australia,Beach
788822,247584.08,France,Historical
751196,829066.52,India,Cultural
421547,870930.07,Australia,Adventure
640176,695423.94,Australia,Cultural
682259,432738.48,Egypt,Urban
819086,856681.39,Brazil,Urban
541137,911741.19,USA,Cultural
14897,745258.43,Brazil,Nature
973192,554075.0,France,Cultural
284453,732088.64,France,Urban
92219,68427.4,Australia,Adventure
420812,194590.66,Egypt,Urban
431236,928903.38,India,Beach
462209,518607.28,India,Historical
951610,140054.7,India,Historical
392948,613806.74,USA,Nature
201373,412589.94,USA,Historical
333160,9539.17,Brazil,Cultural
344515,699647.93,France,Cultural
712992,825769.18,USA,Historical
517242,341004.26,India,Urban
220073,258249.45,China,Urban
369344,909188.8,China,Urban
477321,699623.27,USA,Nature
149452,14205.15,India,Cultural
734961,304560.75,India,Historical
23007,476974.26,India,Cultural
556368,362956.83,Australia,Nature
926846,172010.37,USA,Adventure
430160,207412.56,Egypt,Adventure
333046,808233.35,China,Cultural
35589,602413.49,India,Urban
855059,287703.56,USA,Beach
454055,31884.86,USA,Beach
295295,805511.14,India,Beach
62687,817481.5,USA,Urban
596994,894016.36,Brazil,Cultural
465677,35877.41,Brazil,Historical
493590,979961.13,Australia,Adventure
220763,911724.08,Brazil,Adventure
277477,64768.56,France,Cultural
551162,732306.07,China,Historical
115209,499530.4,India,Cultural
398796,57804.71,France,Historical
162240,518995.46,India,Adventure
117776,431666.87,France,Nature
284067,993491.38,France,Nature
826159,20726.83,India,Beach
354335,955777.49,USA,Cultural
297631,333680.11,India,Urban
678225,699241.14,USA,Historical
764953,581791.6,USA,Adventure
380232,298511.7,Egypt,Beach
124511,232200.95,USA,Historical
651770,440590.11,USA,Adventure
773726,300891.55,Brazil,Adventure
205152,935817.05,Brazil,Nature
739856,173027.03,France,Nature
236478,726281.66,Egypt,Cultural
685568,946488.45,Australia,Urban
968954,789239.67,USA,Cultural
60657,656906.47,Australia,Beach
379001,328675.35,Australia,Adventure
823618,515556.84,USA,Adventure
728238,836089.6,France,Adventure
443053,200003.41,Brazil,Urban
387294,33301.99,India,Adventure
290268,173358.73,France,Beach
562796,63324.84,Brazil,Adventure
900136,112338.0,India,Adventure
914858,254945.79,France,Beach
31024,317563.24,Brazil,Beach
851887,125725.7,France,Nature
66500,134840.95,France,Adventure
524261,339909.64,Brazil,Beach
469117,924592.49,France,Urban
999982,656615.31,China,Nature
737293,481696.37,Brazil,Beach
730704,867209.19,India,Urban
288323,4282.14,France,Nature
185275,63145.97,Australia,Historical
115185,727760.94,France,Cultural
780845,737730.79,USA,Historical
970736,241610.14,USA,Urban
511741,88297.13,China,Cultural
669253,732668.04,China,Historical
709379,405341.11,India,Historical
971704,413736.02,Australia,Beach
246692,662778.77,Australia,Urban
119999,202611.69,China,Nature
156800,612597.4,USA,Beach
978073,836827.04,Egypt,Urban
879425,473801.64,France,Historical
75179,80886.12,Brazil,Beach
461873,326917.61,Brazil,Historical
654825,937583.38,Egypt,Urban
323231,761163.54,Brazil,Adventure
424578,19547.22,Australia,Cultural
853240,158875.61,France,Urban
50389,922635.57,China,Cultural
441325,969846.69,Australia,Adventure
771892,36817.04,Brazil,Urban
727626,758004.64,Egypt,Cultural
444147,82262.89,India,Historical
324799,269974.23,India,Urban
573758,831280.95,France,Historical
428009,124129.16,Brazil,Cultural
802383,155964.97,Egypt,Urban
683949,14351.71,India,Beach
129423,966644.18,China,Urban
896083,161834.2,Egypt,Historical
701598,981029.63,India,Adventure
183727,960605.43,Brazil,Nature
543579,261049.23,France,Beach
740198,698112.88,India,Historical
97995,331282.37,Australia,Historical
918460,27470.47,USA,Nature
873382,378588.28,Australia,Adventure
579466,364858.07,India,Nature
19167,130883.84,Egypt,Historical
155106,929408.65,Egypt,Adventure
139572,668790.4,China,Cultural
279556,622314.5,USA,Cultural
458439,737517.6,China,Urban
95118,380419.45,Egypt,Adventure
864078,152885.22,India,Historical
904098,782291.98,USA,Urban
48716,301664.62,Egypt,Adventure
855994,45967.54,Brazil,Historical
967941,427819.58,China,Cultural
380990,863839.5,China,Historical
65628,206657.92,Australia,Urban
799475,957831.69,Australia,Historical
599447,982888.12,Egypt,Adventure
441766,498164.32,Brazil,Adventure
508523,569633.76,India,Urban
110175,117865.03,France,Beach
19293,34564.92,France,Adventure
527020,158426.61,India,Adventure
735517,289312.7,USA,Adventure
834139,387209.7,Egypt,Urban
336428,142628.1,India,Nature
877375,20123.54,Australia,Adventure
537378,933996.75,USA,Nature
292411,290136.67,USA,Urban
581601,201737.24,Brazil,Urban
653150,28119.29,India,Adventure
681998,519344.37,USA,Nature
995227,560754.44,China,Urban
221393,690997.39,China,Urban
148842,560704.64,India,Adventure
411494,922649.68,France,Historical
184187,777983.64,Brazil,Adventure
911115,467216.33,Egypt,Urban
980455,78395.93,France,Nature
168559,634391.12,India,Nature
610794,247337.93,Australia,Cultural
542614,739801.34,Australia,Beach
37540,803043.78,France,Urban
89139,984262.85,Brazil,Beach
151892,752309.43,India,Beach
967584,620843.07,India,Historical
723741,667135.24,India,Adventure
98624,345807.0,India,Cultural
312101,947708.31,USA,Cultural
858369,947800.26,USA,Cultural
729647,326421.33,Australia,Urban
57862,61629.44,China,Beach
84083,536982.52,France,Adventure
493833,233406.35,Egypt,Urban
249372,119799.09,Egypt,Historical
43648,47233.78,Australia,Cultural
866690,716678.18,India,Adventure
459718,863451.03,Brazil,Historical
954940,624728.83,Australia,Nature
865269,397104.09,Egypt,Adventure
637659,126061.33,France,Urban
139058,796437.1,Australia,Nature
57114,383067.53,France,Historical
964827,291597.49,Brazil,Nature
351516,183280.67,China,Adventure
596261,499821.59,Egypt,Cultural
374988,98222.32,Brazil,Nature
822664,879484.69,Brazil,Urban
793054,936126.13,India,Urban
300097,58065.22,Egypt,Beach
274180,945581.41,Australia,Urban
96242,511552.79,Egypt,Adventure
182063,57844.82,France,Urban
798062,288716.51,Australia,Beach
241369,904612.14,China,Beach
441398,568496.85,India,Beach
600002,858321.45,India,Cultural
169456,117109.4,France,Adventure
844512,177977.23,USA,Beach
932411,800200.36,Egypt,Adventure
694395,997366.81,India,Nature
395896,17989.26,Brazil,Historical
123170,170615.77,China,Adventure
960570,521872.28,USA,Beach
611044,72231.13,Brazil,Historical
864340,621419.0,Brazil,Nature
129340,359186.03,Australia,Adventure
87357,765843.84,Australia,Beach
8998,321913.7,Australia,Historical
953901,725770.05,Egypt,Urban
38872,614910.56,Egypt,Cultural
777548,337257.04,France,Adventure
104536,718881.68,India,Urban
852116,723409.12,Egypt,Historical
588665,220145.72,USA,Nature
33551,154820.19,USA,Beach
668844,91038.45,Australia,Historical
343985,587550.81,Australia,Historical
740353,948749.94,China,Adventure
610213,727648.91,China,Nature
926326,917199.61,Brazil,Beach
772021,385954.14,Egypt,Adventure
338929,423027.88,Australia,Historical
786457,526468.63,India,Historical
329837,803839.58,Brazil,Historical
532938,305102.42,China,Adventure
72857,776002.42,Australia,Urban
923371,199507.86,Egypt,Historical
173379,862023.98,China,Beach
499330,792382.32,Brazil,Cultural
143741,509856.28,Brazil,Urban
431484,521865.41,Egypt,Cultural
670918,657136.98,India,Cultural
171745,942130.79,USA,Historical
733682,35320.62,China,Beach
879488,926462.73,USA,Beach
504141,333707.62,Brazil,Adventure
184047,669617.34,India,Beach
229061,324048.88,France,Urban
166056,149934.02,USA,Adventure
233298,453910.65,Australia,Beach
474328,998808.14,France,Historical
31938,101179.27,India,Beach
998356,53965.42,USA,Nature
470615,953802.04,USA,Urban
127543,942225.28,Brazil,Nature
44116,155356.56,Australia,Beach
360577,581366.8,India,Beach
406641,707340.14,Brazil,Cultural
14813,425967.62,Brazil,Urban
611776,888640.25,India,Adventure
482242,900091.85,Australia,Cultural
741135,728660.23,Egypt,Cultural
103426,180156.9,China,Beach
363659,849175.64,Egypt,Urban
795726,432101.49,Egypt,Urban
887693,931177.44,Brazil,Historical
620324,192249.45,Egypt,Historical
475631,887441.61,India,Adventure
893116,123062.13,Australia,Beach
347838,931218.93,China,Cultural
19840,949040.24,Australia,Beach
316215,512661.27,France,Adventure
194790,812756.99,China,Urban
324351,20038.85,USA,Nature
945099,141175.43,Brazil,Adventure
542429,373238.3,Brazil,Adventure
70108,4827.09,Egypt,Urban
616401,90120.23,India,Nature
919372,896707.24,Brazil,Urban
256326,822938.42,France,Beach
418455,90658.87,China,Beach
78717,509525.5,China,Beach
413010,527268.85,India,Nature
619914,44582.3,India,Historical
887324,173126.42,India,Urban
808406,698514.55,USA,Urban
447023,633611.35,France,Urban
871320,864635.34,India,Nature
191740,955780.98,USA,Historical
388691,89823.12,USA,Cultural
336566,405667.85,Egypt,Beach
518270,963108.47,India,Beach
998327,203004.77,Brazil,Cultural
49458,556160.92,India,Nature
602249,803850.86,India,Adventure
711267,725487.3,China,Beach
103645,911171.9,Brazil,Beach
967653,204427.0,China,Adventure
840536,916252.49,Australia,Urban
253812,872774.4,Australia,Nature
349152,930791.47,USA,Adventure
525799,557089.94,Brazil,Beach
48364,276765.86,Brazil,Historical
86242,36958.63,USA,Nature
23354,914078.09,France,Nature
903645,406181.14,China,Cultural
575515,642634.0,Egypt,Cultural
966387,205012.49,Brazil,Urban
314995,654133.97,France,Adventure
159086,866538.36,Brazil,Nature
11259,830137.01,Brazil,Cultural
942143,261111.1,USA,Cultural
923243,956596.11,Egypt,Cultural
491873,332107.43,Egypt,Urban
243706,37654.86,Australia,Historical
246014,321543.46,Brazil,Historical
964296,696923.48,Australia,Historical
552145,388132.11,France,Historical
682496,891361.12,China,Adventure
914229,714398.39,Australia,Urban
779879,930374.85,Egypt,Cultural
281000,3201.21,France,Historical
904272,823075.49,India,Urban
871494,880869.07,Brazil,Beach
961140,941339.34,Egypt,Adventure
680377,459679.24,France,Beach
254483,893741.84,India,Adventure
635990,489393.76,China,Cultural
864441,305463.78,Egypt,Historical
115407,584764.83,India,Beach
926996,922268.7,Egypt,Historical
307741,875291.41,China,Beach
809437,121760.8,Brazil,Urban
277357,724258.96,Australia,Adventure
105480,745339.34,USA,Nature
780171,231464.66,China,Historical
598276,116965.62,Brazil,Nature
721597,791343.59,USA,Historical
838047,546097.44,Australia,Cultural
401441,845416.53,USA,Historical
965260,551938.13,India,Urban
844059,198839.19,Egypt,Cultural
77100,737271.78,China,Nature
462461,613861.46,France,Beach
606893,345615.76,Egypt,Beach
707331,909326.37,Brazil,Nature
411464,319914.4,Brazil,Cultural
454602,316764.8,Brazil,Adventure
279913,585844.8,USA,Nature
315738,180149.52,France,Beach
39142,475839.16,Brazil,Historical
591009,622981.97,China,Historical
491100,384369.7,India,Nature
58382,73880.42,China,Cultural
401560,214466.09,India,Beach
355347,89266.59,Australia,Adventure
